NUMTAR;FECORD;NUMORD;DESTAR;CODTER;MARCA
01;03/10/2008;000926;CAMBIO DE FILTRO Y ACEITE HIDRAULICO;58;N
01;06/10/2008;000927;CAMBIO DE 500 HORAS;50;N
01;03/10/2008;000928;PERDIDA DE AGUA POR BOMBA AGUA;272;N
01;03/10/2008;000929;REVISION DE FRENO MANO ELECTROVALVULAS Y LIMPIAPRABRISAS DELANTERO;345;N
01;06/10/2008;000930;REPARACION DE BOMBA HIDRAULICA CARTUCHO;931;N
01;06/10/2008;000932;CAMBIO DE 2000 HORAS Y REVISION DE BOTELLAS ELEVACION , VOLTEO;343;N
01;07/10/2008;000933;SALIDERO DE HIDRAULICO;50;N
01;07/10/2008;000934;CAMBIO DE 250 HORAS;343;N
01;07/10/2008;000935;COLOCACION DE CRISTAL DE PUERTA Y PARABRISAS;50;N
01;08/10/2008;000936;COMPROBACION CON DIAGNOSTICA Y LIMPIEZA DE CONECTORES;952;N
01;08/10/2008;000937;SALIDERO DE AGUA POR CULATA;837;N
01;08/10/2008;000938;RETEN CIGUENAL DELANTERO Y REPARACION CULATA;65;N
01;09/10/2008;000939;REVISION ELECTRICA Y CARGA DE AIRE AC.;402;N
01;09/10/2008;000940;REPARACION DE BOTELLAS DE ELEVACION;65;N
02;09/10/2008;000940;REPARACION EN TALLER;65;N
01;08/10/2008;000941;REVISION DE BOMBA DE AGUA ;343;N
01;10/10/2008;000942;REVISION DE INYECTORES;1001;N
01;14/10/2008;000943;CAMBIO DE 250 HORAS;343;N
01;14/10/2008;000945;REVISION ELECTRICA FALLO BATERIA;343;N
01;14/10/2008;000946;CAMBIO DE 250 HORAS;932;N
01;14/10/2008;000947;LIMPIEZA GENERAL Y ENGRASE DE MAQUINA MOVIL;50;N
01;14/10/2008;000948;REVISION DE LATIGUILLOS DE ENGRASE Y CHAPA PROTECCION SISTEM ENGRASE;932;N
01;17/10/2008;000832;SUSTITUIR TUBERIA HIDRAULICA;266;N
01;14/10/2008;000949;CAMBIAR CADENAS;253;N
01;14/10/2008;000950;REVISAR BOMBA DE ENGRASE Y SUSTITUIR CLAXON;50;N
01;15/10/2008;000952;CAMBIO DE 250 HORAS;1002;N
01;10/10/2008;000953;REPARACION DE MARTILLO;210;N
01;15/10/2008;000954;PROBLEMA GIRO DE MAQUINA ELECTRICO;289;N
01;15/10/2008;000955;REVISION DE BOMBA MOTOR ELECTRICO LINEA CONTRAINCENDIOS;50;N
02;15/10/2008;000955;REPARACION EN TALLER;50;N
01;15/10/2008;000956;CAMBIO DE 2000 HORAS;344;N
01;16/10/2008;000957;REVISION DE CORREAS DE MOTOR;918;N
01;14/10/2008;000958;REVISION DEL SENSOR PRECION GASOIL;272;N
01;16/10/2008;000959;REPARACION DE GRUA POR SALIDERO HIDRAULICO;398;N
02;16/10/2008;000957;REPARCION EN TALLER;918;N
01;20/10/2008;000961;CAMBIO 205 HORAS;343;N
01;17/10/2008;000962;SUSTITUCION DE BOMBIN DE GASOIL;345;N
01;20/10/2008;000963;REVISION DE SALIDERO ACEITE POR ENFRIADOR;983;N
01;20/10/2008;000964;CAMBIO DE 250 HORAS;33;N
01;15/10/2008;000965;COMPROBAR ALTERNADOR;402;N
01;20/10/2008;000966;SUSTITUCION BOMBA AGUA DE SU PROPIEDAD;266;N
01;20/10/2008;000967;COMPROBACION DE MOTOR DESPLAZAMIENTO Y PULMON FRENO;266;N
01;20/10/2008;000968;REVISION DE MARTILLO ;837;N
01;21/10/2008;000969;CAMBIO DE 2000 HORAS;343;N
01;22/10/2008;000970;REVISION DE TRANSMISION Y SALIDERO HIDRAULICO;918;N
01;22/10/2008;000971;REPARAR MARTILLO Y MOTOR HDCO.  DE PERFORADORA;58;N
01;22/10/2008;000972;REVISION DE RUIDO EN DIFERENCIAL TRASERO;58;N
01;22/10/2008;000973;REVISION DE CONVERTIDOR POR RUIDO;932;N
01;22/10/2008;000974;REPARACION DE REDUCTOR DELANTERO DERECHO;33;N
02;08/10/2008;000938;REPARACION EN TALLER;65;N
01;23/10/2008;000975;REVISION DE TRANSMISION ALLISON;266;N
01;24/10/2008;000976;CAMBIO DE 250 H;50;N
01;24/10/2008;000977;CAMBIO DE 250;931;N
01;24/10/2008;000978;CORREGIR PERDIDA DE ACEITE POR CORTE DE PALA;344;N
02;15/07/2008;000638;REPARACION EN TALLER;272;N
02;22/10/2008;000974;REPARACION EN TALLER;33;N
01;23/10/2008;000979;REGULAR PRESIONES VALVULAS;266;N
01;24/10/2008;000980;REVISION DE VALVULA LIMITADORA PILOTAJE;402;N
01;27/10/2008;000981;CAMBIO DE 500 HORAS;50;N
01;27/10/2008;000982;COLOCACION DE CALZOS;345;N
01;27/10/2008;000983;COLOCACION DE CALZOS;345;N
01;24/10/2008;000985;REVISION DE AVERIA;1048;N
01;27/10/2008;000986;REVISION DE MAQUINA POR ARRANQUE;918;N
01;27/10/2008;000987;COMPROBACION DE ECM Y ICV;272;N
01;27/10/2008;000988;COMPROBACION DE ECM Y ICV;272;N
01;28/10/2008;000989;REPARACION DE  VIBRACION EN VENTILADOR;845;N
01;28/10/2008;000990;CAMBIO DE 2000 HORAS;50;N
01;29/10/2008;000991;CAMBIO DE 500 HORAS;345;N
01;29/10/2008;000992;CAMBIO DE 2000 HORAS;344;N
01;29/10/2008;000993;REPARCION DE TUBO SOBRANTE GASOIL;345;N
02;28/10/2008;000989;REPARACION EN TALLER;845;N
01;30/10/2008;000994;CAMBIO DE 250 HORAS Y REPARACION BOTELLA DE VOLTEO;343;N
01;30/10/2008;000995;FALLO CAMBIO DE VELOCIDADES;345;N
01;30/10/2008;000996;CAMBIO DE 2000 HORAS;344;N
01;31/10/2008;000997;CAMBIO 1000 HORAS;345;N
01;31/10/2008;000998;REPARACION DE MANDO VELOCIDADES;33;N
02;30/10/2008;000994;REPARACION EN TALLER;343;N
01;30/10/2008;000999;SUSTITUIR CLAXON;344;N
01;31/10/2008;001000;REVISION DE TRANSMISION;1020;N
01;03/11/2008;001001;CAMBIO DE 250 HORAS;343;N
01;31/10/2008;001002;REVISION DE TODAS LAS MAQUINAS;50;N
02;22/10/2008;000971;REPARACION EN TALLER;58;N
01;03/11/2008;001003;CAMBIO DE 250 HORAS;99999;N
01;03/11/2008;001004;REPARACION DE BOTELLA DE VOLTEO;1020;N
01;04/11/2008;001005;CAMBIO DE 1000 HORAS;345;N
01;03/11/2008;001006;REVISION DE ENFRIADOR DE MOTOR;837;N
02;03/11/2008;001006;REPRACION EN TALLER;837;N
01;04/11/2008;001007;REVISION FALLO DE TRANSMISION;344;N
02;03/11/2008;001004;REPARACION EN TALLER;1020;N
01;03/11/2008;001008;REVISION DE MOTOR POR HUMO  Y SALE ACEITE POR RESPIRADERO;272;N
01;04/11/2008;001009;REPARACION DE EJE CARDAN CENTRAL;4;N
01;04/11/2008;001010;REPARACION DE INYECCION;1047;S
02;04/11/2008;001009;REPARACION EN TALLER;4;N
01;05/11/2008;001011;REPARACION DE ABRAZADERA ESCAPE Y TORNILLOS SOPORTE;272;N
01;03/11/2008;001012;REPARACION DE TRANSMISION;918;N
01;05/11/2008;001013;REPARACION DE SALIDERO ACEITE HIDRAULICO TACO REPARTIDOR BOTELLAS VOLTEO;33;N
01;06/11/2008;001014;FALLO EN LAS VELOCIDADES ;58;N
01;06/11/2008;001015;REVISION DE MAQUINA POR FALLO DE ARRANQUE;1013;N
01;06/11/2008;001016;COLOCACION DE RADIO Y AMPLIFICADOR DE ANTENA;58;N
01;07/11/2008;001018;REPARACION DE ACELERADOR;837;N
01;10/11/2008;001019;CAMBIO DE 500 HORAS;932;N
01;10/11/2008;001020;CAMBIO DE 2000 HORAS;932;N
01;10/11/2008;001021;CAMBIO DE 250 HORAS;343;N
01;10/11/2008;001022;REPARACION TACO DE VALVULAS;58;N
01;11/11/2008;001023;CAMBIO DE 1000 HORAS;50;N
02;10/11/2008;001022;REPARACION EN TALLER;58;N
01;11/11/2008;001024;REPARACION INSTALACION ELECTRICA Y SISTITUIRLA;344;N
01;11/11/2008;001025;REPARACION DE CABLE EN CORTO;344;N
01;11/11/2008;001026;CAMBIO DE 500 HORAS, REVISION ELECTRICA , FRENO MANO Y BOTELLA ELEVACION DERECHA;343;N
01;11/11/2008;001027;REPARACION DE MARTILLO Y ACUMULADOR;1021;N
01;12/11/2008;001028;REPARACION DE COLECTOR DE ESCAPE;272;N
01;10/11/2008;001029;REPARACION DE BOMBA CONTRA INCENDIOS;50;N
02;11/11/2008;001029;REPARACION EN TALLER;50;N
01;10/11/2008;001030;REPARACION DE MAQUINA SEGUN PRESUPUESTO;345;N
02;10/11/2008;001030;MATERIAL FUERA DE PRESUPUESTO;345;N
01;13/11/2008;001031;REPARACION DE MAQUINA POR CALENTAMIENTO;4;N
01;11/09/2008;001032;REPARACION  DE TRANSMISION EN TALLER;402;N
02;11/09/2008;001032;MATERIAL FUERA DE PRESUPUESTO;402;N
01;13/11/2008;001033;REVISION DE TUBERIAS COMBUSTIBLE Y AJUSTE DE INYECTORES;272;N
01;13/11/2008;001034;CAMBIO DE 1000 HORAS;343;N
01;13/11/2008;001035;REVISION DE FALO VELOCIDADES;58;N
02;13/11/2008;001035;REPARACION EN TALLER;58;N
01;17/11/2008;001036;CAMBIO DE 500 HORAS;343;N
01;17/11/2008;001037;CAMBIO DE 500 HORAS ;932;N
01;18/11/2008;001038;CAMBIO DE 250 HORAS;343;N
01;14/05/2008;001039;REVISON EN TALLER - HABLAR CON DAVID - PISTON;990;N
01;18/11/2008;001040;REPARACION DE MOTOR POR CAMISA ROTA;65;N
01;14/11/2008;001041;CORREGIR FALLO DE INYECCION;58;N
01;17/11/2008;001043;CORREGIR FALLO DE GASOIL;932;N
01;17/11/2008;001044;AJUSTAR PEDAL DE ACELERADOR;932;N
01;14/11/2008;001046;VENTA PALA VOLVO L45;1180;N
02;18/11/2008;001040;REPARACION EN TALLER;65;N
01;19/11/2008;001048;CAMBIO DE 250 HORAS Y AVISADOR ACUSTICO MARCHA ATRAS;343;N
01;19/11/2008;001049;REPARACION DE CREMALLERA DIRECCION Y CORREAS;58;N
01;19/11/2008;001050;REVISAR SISTEMA DE ENGRASE;50;N
01;20/11/2008;001051;REPARACION DE TAPON CULATA COMPRESOR AIRE;65;N
01;19/11/2008;001052;REPARACION DE BOMBA INYECTORA;289;N
01;18/11/2008;001053;REPARACION DE CABEZA PISTON FRENO CONTENEDORES;987;N
01;20/11/2008;001054;REPARACIÓN DE ALTERNADDOR ;983;N
01;21/11/2008;001055;REPARACIÓN DE ELECTROVÁVULAS DEL CAMBIO;345;N
01;20/11/2008;001056;REPARACION DE BOMBA DE AGUA;253;N
01;20/11/2008;001057;REPARACION DE BOTELLA BALANCIN;975;N
01;20/11/2008;001058;REPARACION DE CILINDRO DIRECCION;48;N
01;21/11/2008;001059;REPARAR TACOS DE MOTOR Y TRANSMISION;1053;N
02;21/11/2008;001059;REPARACION EN TALLER;1053;N
01;24/11/2008;001060;CORREGIR SALIDERO DE ACEITE HIDRAULICO;343;N
01;24/11/2008;001061;CAMBIO DE 250 H REPARACION DE CRISTAL PUERTA Y LUCES;50;N
01;24/11/2008;001062;CAMBIO DE 1000 H Y REPARAR TALADRO DE ENGRASE BULONES;33;N
01;24/11/2008;001063;FALLO DE  ARRANQUE;402;N
01;24/11/2008;001064;REPARACION TUBERIA GASOIL;1054;N
01;25/11/2008;001065;REPARACION DE SALIDERO DE ACEITE POR CULATA;272;N
01;24/11/2008;001066;REPARAR FALLO LLAVE ARRANQUE;344;N
01;25/11/2008;001067;REVISION FALLO CALEFACION;1002;N
02;20/11/2008;001051;REPARACION EN TALLER;65;N
01;26/11/2008;001068;SUSTITUCION DE CADENA ;253;N
02;20/11/2008;001056;REPARACION EN TALLER;253;N
01;25/11/2008;001069;REVISION DE MAQUINAS Y SUSTITUIR LATIGUILLO DE ENGRASE;50;N
01;26/11/2008;001070;REVISION DE NIVEL DE ACEITE. CONSUMO EXCESIVO;931;N
01;26/11/2008;001071;REPARACION DE SALIDERO ACEITE HIDRAULICO BOMBA PRINCIPAL;4;N
01;27/11/2008;001072;CAMBIO DE 1000 HORAS;343;N
01;27/11/2008;001073;CAMBIO DE 250 HORAS Y REVISION DE LUCES;50;N
01;26/11/2008;001074;REPARACION DE VALVULAS Y CIRCUITO FRENO AIRE;837;N
01;28/11/2008;001075;REPARACION ROTULA;1021;N
01;01/12/2008;001076;SUSTITUCION INYECTORES;1047;N
01;01/12/2008;001077;QUITAR  PALA PARA REPARAR EN TALLER;57;N
01;01/12/2008;001078;COLOCACION DE JUNTA CARTE Y CORREA MOTOR;58;N
01;01/12/2008;001079;CAMBIO DE 250 HORAS;343;N
01;02/12/2008;001081;CAMBIO DE FILTROS Y ACEITE;1002;N
01;02/12/2008;001082;CAMBIO DE 500 HORAS ;345;N
01;02/12/2008;001083;AVERIA EN PALANCA  CAMBIO DE MARCHAS;4;N
02;01/12/2008;001077;REPARACION EN TALLER;57;N
01;03/12/2008;001084;CAMBIO DE 250 HORAS;344;N
01;03/12/2008;001085;CAMBIO DE 250 HORAS;344;N
01;03/12/2008;001086;REPARAR FALLO ELECTRICO Y SUSTITUIR LATIGUILLOS DE ENGRASE;344;N
01;02/12/2008;001087;REPARACION DE MOTOR;1001;N
02;02/12/2008;001087;REPARACION EN TALLER;1001;N
01;03/12/2008;001088;REPARACION DE PULMON FRENO CUCHARON;344;N
02;03/12/2008;001088;REPARACION EN TALLER;344;N
01;03/12/2008;001089;AVERIA SISTEMA ELECTRICO EN CENTRAL ENGRASE;344;N
01;03/12/2008;001090;REPARACION DE INYECTORES;1013;N
01;04/12/2008;001091;FALLO EN ELECTRICO LUCES DEL FRENO MANO;952;N
02;23/10/2008;000975;REPARACION EN TALLER;266;N
01;04/12/2008;001092;BOMBA DE FRENO Y SISTEMA ELECTRÓNICO;150;N
01;22/11/2008;001093;REPARACION DE FALLO ELECTRICO;408;N
01;05/12/2008;001094;CAMBIO DE 2000 HORAS;343;N
01;05/12/2008;001095;COMPROBAR PRESIONES;150;N
01;09/12/2008;001097;CAMBIO DE 2000 HORAS;343;N
01;09/12/2008;001098;REVISION DE MOTOR POR TEMPERATURA;272;N
01;09/12/2008;001099;FALLO EN BOMBA TRANSFERENCIA;402;N
01;09/12/2008;001100;COLOCACION DE POLEA Y CORREA DISTRIBUCION;58;N
01;10/12/2008;001101;FALLO DE ARRANQUE;343;N
01;10/12/2008;001102;CAMBIO DE 250 HORAS;932;N
01;10/12/2008;001103;CAMBIO DE 250 HORAS;343;N
01;09/12/2008;001104;REVISION DE SALIDERO ACEITE HIDRAULICO;966;N
01;10/12/2008;001105;CAMBIO DE 250 HORAS;932;N
02;23/10/2008;000979;REPARACION EN TALLER;266;N
01;09/12/2008;001106;REVISION PARA CONFORMIDAD;343;N
01;10/12/2008;001107;CAMBIO DE 250 HORAS;344;N
01;11/12/2008;001108;REPARACION DE BOMBA DE AGUA;344;N
01;10/10/2008;001109;REVISION DE LUCES;932;N
01;11/12/2008;001110;REVISION DE FALLO POR TEMPERATURA;837;N
01;11/12/2008;001112;REPARACION DE CRUCETAS DE CARDAN;4;N
02;11/12/2008;001112;REPARACION EN TALLER;4;N
01;11/12/2008;001113;REPARACION DE ADAPTADOR VALVULA SEGURIDAD;297;N
01;12/12/2008;001114;REVISION DE CONFORMIDAD;343;N
01;12/12/2008;001115;REVISION PARA CONFORMIDAD;343;N
01;03/12/2008;001116;DESMONTAR BOTELLA PARA REPARAR EN TALLER;58;N
01;15/12/2008;001117;REVISAR FALLO ELECTRICO EN ELECTROVALVULA;975;N
01;12/12/2008;001118;REVISION VALVULAS , SELONOIDES DE CAJA VALVULA TRANSMISION;253;N
01;12/12/2008;001119;REPARACION DE RADIADOR Y CORREAS;932;N
01;15/12/2008;001120;REPARACION TUBO HIDRAULICO DE ELEVACION;837;N
01;15/12/2008;001121;REPARACION DE SALIDERO TANQUE HIDRAULICO;837;N
01;16/12/2008;001123;FALLO ELECTRICO Y FALLO PRECION DE  FRENO;952;N
01;16/12/2008;001124;SUAVIZAR FRENO DELANTERO DERECHO;1030;N
01;16/12/2008;001125;REVISION DE PERFORADORA FALLO DE ARRANQUE EN FRIO;266;N
01;17/12/2008;001126;REPARACION DE SALIDEROS DE HIDRAULICO;837;N
01;18/12/2008;001127;CAMBIO DE 500 HORAS;50;N
02;12/12/2008;001119;REPARACION EN TALLER;932;N
01;19/12/2008;001128;FUGA DE AGUA;343;N
02;03/12/2008;001116;REPARACION EN TALLER;58;N
01;19/12/2008;001129;CAMBIO DE 500 HORAS;344;N
01;19/12/2008;001130;SUSTITUCION DE TUBO HIDRAÚLICO;966;N
01;19/12/2008;001131;REPARACION DE BOTELLA DE VOLTEO;344;N
01;22/12/2008;001132;CAMBIO DE 500 HORAS;343;N
02;19/12/2008;001131;REPARACION EN TALLER;344;N
01;22/12/2008;001133;REGULACION DE ARTICULACION VOLANTE DEFECTOSA;345;N
01;22/12/2008;001134;REVISION DE LUCES DE BRAZO Y CLIMATIZADOR;58;N
01;22/12/2008;001135;REPARACION DE TUBO HIDRAÚLICO;4;N
02;03/11/2008;001012;MATERIAL FUERA PRESUPUESTO;918;N
01;22/12/2008;001136;REPARCION DE FALLO ELECTRICO;4;N
01;22/12/2008;001137;CAMBIO DE 250 HORAS;343;N
01;23/12/2008;001138;REPARACION REDUCTORES DELANTEROS ;983;N
01;23/12/2008;001139;ACOPLAMIENTO BRAZO DE RETRO A MACHACADORA;837;N
01;23/12/2008;001141;COMPROBAR FUNCIONAMIENTO INSTALACION DE MARTILLO;377;N
02;23/12/2008;001138;REPARACION EN TALLER;983;N
01;24/12/2008;001142;REVISAR PRESIONES ACEITE MOTOR;862;N
01;24/12/2008;001143;COMPROBAR MECANISMO;819;N
01;29/12/2008;001144;SUSTITUIR BOMBA HIDRAULICA;266;N
01;30/12/2008;001145;REPARACION DE SOLENOIDE ARRANQUE;837;N
01;30/12/2008;001146;CAMBIO DE 250 HORAS;50;N
01;30/12/2008;001147;REPARACION DE DISTRIBUIDOR DE MULTIBASCULANTE;987;N
01;01/01/2009;000001;MANTENIMIENTO;99999;N
02;01/01/2009;000001;SIN IMPUTACION EN TRABAJOS;99999;N
03;01/01/2009;000001;DIAS TOMADOS Y ENFERMEDAD;99999;N
04;01/01/2009;000001;MANTENIMIENTO Y VEHÍCULOS;99999;N
01;07/01/2009;000002;REVISION POR HUMO Y CAMBIO DE INYECTORES Y CONECTORES DE INYECCION;272;N
01;07/01/2009;000003;FALLO EN INYECTORES MOTOR ECHA HUMO BLANCO;272;N
01;07/01/2009;000005;QUITAR BOMBAS HIDRAULICA PARA SU REPARACION EN TALLER;289;N
01;05/01/2009;000006;REPARACION BOMBIN DE ALIMENTACION Y VALVULAS DE GENERADOR;4;N
02;07/01/2009;000005;REPARACION EN TALLER;289;N
01;08/01/2009;000008;REPARACION DE BOTELLA DEL PULPO;1030;N
02;08/01/2009;000008;REPARACION EN TALLER;1030;N
01;08/01/2009;000009;REPARACION SALIDERO ACEITE BOTELLA VOLTEO;4;N
01;08/01/2009;000010;REVISION DE SALIDERO AGUA;343;N
01;31/12/2008;001148;SUSTITUCION DE PASTILLAS DE GIRO  CADENA;344;N
01;09/01/2009;000011;CAMBIO DE 1000 HORAS;343;N
01;07/01/2009;000004;REPARAR ARTICULACIONES DE DIRECCION;932;N
02;07/01/2009;000004;REPARACION EN TALLER;932;N
01;12/01/2009;000012;CAMBIO DE 500 HORAS;932;N
01;12/01/2009;000013;CAMBIO DE 1000 HORAS;932;N
01;10/01/2009;000014;SUSTITUCION DE SENSOR DE FRENO;952;N
01;12/01/2009;000015;REPARACION DE CENTRAL DE ENGRASE;932;N
01;13/01/2009;000016;REVISION DE DESTELLANTE;345;N
01;12/01/2009;000017;REVISION DE FALLO INYECTORES;126;N
01;12/01/2009;000018;REPARACION DE BRAZOS LIMPIAPRABRISAS;1030;N
01;09/01/2009;000019;REPARACION DE ORBITROL DE DIRECCION;402;N
02;09/01/2009;000019;REPARACION EN TALLER;402;N
01;10/01/2009;000020;REPARAR INSTALACION ELECTRICA VALVULAS LEVANTAMIENTO, ALTERNADOR Y LIMPIEZA GENERAL;50;N
01;12/01/2009;000021;REPARACION FALLO DE ARRANQUE;1056;N
01;13/01/2009;000022;REVISION DE ARRANQUE Y SALIDEROS DE ACEITE;1054;N
01;10/01/2009;000023;SUSTITUCION DE ALTERNADOR ;1060;N
02;07/01/2009;000002;REPARACION EN TALLER;272;N
02;07/01/2009;000003;REPARACION EN TALLER;272;N
01;13/01/2009;000025;REVISAR CIRCUITO DE ENGRASE;344;N
01;13/01/2009;000026;REVISION DE CARDAN;1030;N
02;13/01/2009;000026;REPARACION EN TALLER;1030;N
01;14/01/2009;000027;REVISAR FUGA DE ACEITE POR DIFERENCIAL;932;N
01;14/01/2009;000028;REVISION ELECTRICA;345;N
01;15/01/2009;000029;CAMBIO DE 2000 HORAS;345;N
01;16/01/2009;000030;CAMBIO DE 250 HORAS;343;N
01;15/01/2009;000031;REPARAR BOMBA INYECTORA;36;N
01;16/01/2009;000032;FALLO ARRANQUE Y COLOCACION DE FOCO TRASERO MARCHA ATRAS ;837;N
01;15/01/2009;000033;COLOCACION DE CAMARAS TRASERAS CON PANTALLA A TODOS LOS VEHICULOS;837;N
01;16/01/2009;000034;REPARACION DE BOMBA GIRO;1001;N
01;16/01/2009;000035;CALIBRACION DEL ECM;1073;N
01;16/01/2009;000036;REPARAR CARDAN DELANTERO Y ESCAPE;345;N
02;16/01/2009;000036;REPARACION EN TALLER;345;N
01;19/01/2009;000037;SUSTITUCION DE JUNTAS TUBOS DE AGUA Y CAJA DE TERMOSTATO;952;N
01;19/01/2009;000038;REVISION DE PASTILLA DE FRENO;983;N
01;19/01/2009;000039;REPARACION DE CALENTAMIENTO DE MAQUINA;29;N
01;20/01/2009;000040;CAMBIO DE 1000 HORAS;343;N
01;20/01/2009;000041;CAMBIO DE 1000 HORAS;343;N
01;20/01/2009;000042;CAMBIO DE 250 HORAS;345;N
02;14/01/2009;000027;REPARACION DE FRENOS TRASEROS SEGUN PRESUPUESTO;932;N
01;22/01/2009;000043;FALLO EL MOTOR BAJA Y SUBE DE VUELTAS;272;N
02;12/01/2009;000021;REPARACION EN TALLER;1056;N
01;22/01/2009;000044;FALLO CAIDA MOTOR;272;N
01;23/01/2009;000045;CAMBIO DE FILTRO Y ACEITE DE 500 HORAS;343;N
01;23/01/2009;000046;CAMBIO DE 250 HORAS;343;N
01;23/01/2009;000047;CONSTRUCCION DE BULON HORQUILLA DE CAZO Y RUEDA GUIA;837;N
01;10/01/2009;000048;SUSTITUIR JUNTAS A SOPORTE FILTRO Y REVISAR MAQUINARIA MOVIL;50;N
01;15/01/2009;000049;CAMBIO DE 2000 H.;50;N
01;20/01/2009;000050;LIMPIEZA GENERAL Y SUSTITUCION DE SENSOR TEMPERATURA TRANSMISION;50;N
01;21/01/2009;000051;SUSTITUIR BATERIA;50;N
01;26/01/2009;000052;REPARACION DE PLACAS DE RETENCION Y COLOCACION DE PETACAS Y CIERRE DE PETACAS;837;N
01;23/01/2009;000053;ENDEREZAR ESCALERILLAS;50;N
01;28/01/2009;000054;AVERIA DE POTENCIA DE MOTOR;272;N
01;27/01/2009;000055;REVISION DE CIRCUITO DE GASOIL;845;N
01;28/01/2009;000056;REVISION DE CUADRO DIAGNOCIS;00;N
01;29/01/2009;000057;REVISION DE FALLO DE VELOCIDADES;344;N
01;29/01/2009;000058;CAMBIO DE 500 HORAS;344;N
02;31/12/2008;001148;REPARACION EN TALLER;344;N
03;18/11/2008;001040;MATERIAL FUERA DEL PRESUPUESTO;65;N
01;29/01/2009;000061;REVISION DE SALIDEROS ACEITE DIRECCION;344;N
01;29/01/2009;000062;FALLO EN CAJA VALVULA TRANSMISION;344;N
01;30/01/2009;000063;MONTAJE DE SISTEMA SEGURIDAD ;932;N
01;30/01/2009;000064;MONTAJE DE SISTEMA SEGURIDAD;932;N
01;02/02/2009;000065;CAMBIO DE 500 HORAS;932;N
02;23/01/2009;000053;MONTAJE ;50;N
01;02/02/2009;000066;REVISION DE MOTOR POR HUMO BLANCO;1072;N
02;16/01/2009;000034;MATERIAL FUERA PRESUPUESTO;1001;N
01;02/02/2009;000067;CAMBIO DE 3000 HORAS;1002;N
01;02/02/2009;000068;FALLO ELECTRICO CABLES ROIDOS POR RATAS;408;N
01;02/02/2009;000069;REPARACION DE FRENOS;932;N
01;02/02/2009;000070;REVISION DE SALIDEROS POR TURBO Y COLOCACION DE CORREAS;1073;N
01;02/02/2009;000071;CAMBIO DE 500 HORAS;50;N
01;03/02/2009;000072;CAMBIO DE 250 HORAS;343;N
01;03/02/2009;000073;PERDIDA ACEITE TUBO HIDRAULICO DEL CAZO;345;N
01;03/02/2009;000074;REVISION DE MOTOR POR RUIDO DELANTERO;272;N
01;03/02/2009;000075;REVISION DE MAQUINA POR CALENTAMIENTO;952;N
02;19/12/2008;001139;MAQUINARIA;837;N
01;04/02/2009;000076;CAMBIO DE 500 HORAS;344;N
01;04/02/2009;000077;CORREGIR SALIDEROS DE ACEITE Y AGUA;344;N
01;05/02/2009;000078;REPARACION DE SALIDEROS HIDRAULICOS;343;N
01;04/02/2009;000079;REPARACION DE BOMBA ENGRASE Y REVISAR MAQUINARIA MOVIL;50;N
01;05/02/2009;000080;CAMBIO DE 250 HORAS;932;N
01;06/02/2009;000081;CAMBIO DE 2000 HORAS;343;N
01;06/02/2009;000082;CAMBIO DE 250 HORAS;343;N
01;06/02/2009;000083;CAMBIO DE 500 HORAS;343;N
01;05/02/2009;000084;COMPROBACION DE MAQUINA , HACER REGLAJE INYECTORES  Y VALVULAS ;1072;N
01;06/02/2009;000085;REVISION DE FRENOS Y LUCES;932;N
01;06/02/2009;000086;MONTAJE SISTEMA SEGURIDAD;932;N
01;06/02/2009;000087;RECALIBARACION DE MOTOR;272;N
01;08/02/2009;000089;COLOCACION DE RUEDA GABILLA Y CADENA;58;N
01;09/02/2009;000090;SALIDERO DE ACEITE POR RUEDA DELANTERA DERECHA;837;N
01;09/02/2009;000091;CORREGIR SALIDEROS HIDRAULICOS Y VALVULA DE GIRO;837;N
01;09/02/2009;000092;CORREGIR SALIDERO DE AGUA TUBO RADIADOR CULATA;837;N
01;09/02/2009;000093;COREGIR SALIDERO GASOIL POR SENSOR;837;N
01;10/02/2009;000094;CORREGIR SALIDERO ACEITE TRANSMISION;4;N
01;09/02/2009;000095;MONTAJE SISTEMA SEGURIDAD;932;N
01;10/02/2009;000096;REPARACION DE CABLES ROIDOS POR RATAS;959;N
01;09/02/2009;000097;CORREGIR PERDIDAS ACEITE MOTOR , TRANSMISION , HIDRAULICOS Y REVISION ELECTRICA;58;N
01;10/02/2009;000098;CAMBIO DE FILTROS , REVISION DE NIVELES Y REVISION ELECTRICA;4;N
01;11/02/2009;000099;CAMBIO DE 250 HORAS;50;N
01;11/02/2009;000100;CAMBIO DE 250 HORAS;932;N
02;12/01/2009;000015;REPARACION EN TALLER;932;N
01;11/02/2009;000102;CORREGIR SALIDERO ACEITE;932;N
01;11/02/2009;000103;REPARACION CULATA POR CALENTAMIENTO;4;N
02;11/02/2009;000103;REPARACION EN TALLER;4;N
01;12/02/2009;000104;REVISION DE PROBLEMA ELECTRICO;1030;N
01;12/02/2009;000106;FALLO DE VELOCIDADES;344;N
01;12/02/2009;000107;SUSTITUCION DE BOMBA DIRECCION AUXILIAR;50;N
01;12/02/2009;000108;CAMBIO DE 1000 HORAS;58;N
03;14/01/2009;000027;FUERA  PRESUPUESTO;932;N
01;12/02/2009;000109;REVISION Y REPARACION DEL SISTEMA DE EGRASE;1017;N
01;12/02/2009;000110;CORTAR CADENA Y MONTAJE;402;N
