DOCFEC;DOCSER;DOCNUM;CODTER;DTOCAB;FORPAG;BASEBAS;IMPTBAS;RECBAS;FECORD;NUMORD;CODMAQ;FECENT;OBSERV;MARCAD;PORTES;PORFIN;RFDPP;ALBSER;ALBNUM;DESHOR;PREHOR;NUMKM;PREKM;DIETENT
18/07/2011;21;000221;1303;0;0;1609,95;289,79;0;;;QSM 11 Nº 35169394;;ENTREGADO A CUENTA 500 EUROS. EL ABONO DE LOS 2 CORES SE REALIZARA UNA VEZ SEAN INSPECCIONADOS LOS INYECTORES POR FABRICA;;0;0;0;;;0;0;0;0;0
19/07/2011;24;000285;0;0;0;1028,16;185,07;0;;;;;VALIDEZ PRESUPUESTO 15 DÍAS
PLAZO ENTREGA 3/4 DÍAS, EN SUS INSTALACIONES .
TRANSFERENCIA BANCARIA
EN CASO DE ACEPTACION DEL PRESP. DEBERA  REALIZARSE TRANSFERENCIA BANCARIA DEL MISMO, REENVIANDO EL PRESUPUESTO FIRMADO Y JUSTIFICANTE DE DICHA TRANSFERENCIA.
EL CORE (150_) SERA DEVUELTO UNA VEZ ACEPTADA LA BOMBA VIEJA POR CUMMINS;;0;0;0;;;0;0;0;0;0
19/07/2011;24;000286;1171;0;48;3463,61;623,45;0;;;PC240NLC-7;;VALIDEZ PRESP. 15 DIAS 
PLAZO ENTREGA 2/3 DIAS
PRECIO ESPECIAL PARA PEDIDO COMPLETO;;0;0;0;;;0;0;0;0;0
19/07/2011;21;000222;1246;0;0;1719,22;309,46;0;;;WA380-3H;;VALIDEZ PRESUPUESTO 15 DIAS, MANDAR FIRMADO Y SELLADO ACEPTACION DEL MISMO. PRESUPUESTO APROXIMADO.;;90;0;0;;;0;0;0;0;0
20/07/2011;21;000223;344;0;45;326,17;58,71;0;;;WA470-3H IS;;ES NECESARIO FIRMAR, DNI Y SELLAR PARA REALIZAR EL PEDIDO Y A LA ACEPTACION DEL PRESUPUESTO. VALIDEZ DEL PRESUPUESTO 15 DIAS. SOLO SE PRESUPUESTA EL MATERIAL.;;0;0;0;;;0;0;0;0;0
21/07/2011;21;000224;7;0;1;9755,39;1755,97;0;;;CANTA-2 ALCALA;;PLAZO DE ENTREGA 20/25 DIAS. BLOQUE INSPECCIONADO POR CATERPILLAR. GARANTIA 1 MES.;;0;0;0;;;0;0;0;0;0
25/07/2011;21;000225;1167;0;45;899,79;161,96;0;;;HD 465S-7 Nº 517;;PRESUPUESTO MATERIAL REPARACION ORBITROL. MATERUAL DISPONIBLE, EN MADRID, EUROPA Y JAPON (PLAZA 10/12 DIAS). PRESUPUESTO VALIDO 15 DIAS. PARA SU ACEPTACION DEVOLVER FIRMADO Y SELLADO.;;0;0;0;;;0;0;0;0;0
25/07/2011;24;000287;1091;0;50;64,3;11,57;0;;;HD465-5  Nº0416;;VALIDEZ PRESP. 15 DIAS 
PLAZO ENTREGA MADRID;;0;0;0;;;0;0;0;0;0
27/07/2011;24;000288;1091;0;50;5084,8;915,26;0;;;HD465-5  Nº0416;;VALIDEZ PRESP. 15 DIAS 
PLAZO ENTREGA MADRID/BRUSELAS
ESTE MATERIAL NO ADMITE DEVOLUCION;;0;0;0;;;0;0;0;0;0
26/07/2011;24;000289;1091;0;50;2233,82;402,09;0;;;PC 1100 Nº 0215;;VALIDEZ PRESP. 15 DIAS
PLAZO ENTREGA BRUSELAS
OBLIGATORIO DEVOLUCION INYECTORES VIEJOS;;0;0;0;;;0;0;0;0;0
26/07/2011;24;000290;1091;0;50;2993,28;538,79;0;;;PC 1100 Nº 0215;;VALIDEZ PRESP. 15 DIAS 
PLAZO ENTREGA BRUSELAS;;0;0;0;;;0;0;0;0;0
26/07/2011;24;000291;1091;0;50;390,78;70,34;0;;;PC 1100 Nº 0215;;VALIDEZ PRESP. 15 DIAS 
PLAZO ENTREGA MADRID /BRUSELAS;;0;0;0;;;0;0;0;0;0
26/07/2011;24;000292;1138;0;13;4135,5;744,39;0;;;WA320-5H;;VALIDEZ PRESP. 15 DIAS 
PLAZO ENTREGA 2/3 DIAS 
ESTE MATERIAL NO TIENE DEVOLUCION;;0;0;0;;;0;0;0;0;0
26/07/2011;21;000227;344;0;45;1032,32;185,82;0;;;WA 480;;ES NECESARIO FIRMAR, DNI Y SELLAR PARA REALIZAR EL PEDIDO Y A LA ACEPTACION DEL PRESUPUESTO. VALIDEZ DEL PRESUPUESTO 15 DIAS. SOLO SE PRESUPUESTA EL MATERIAL. SI SE ESPERA EL MATERIAL 8 A 10 DIAS DE ENTREGA. ;;0;0;0;;;0;0;0;0;0
26/07/2011;21;000228;931;0;30;9349,09;1682,84;0;;;IT 28 GL;;ES NECESARIO FIRMAR, DNI Y SELLAR PARA REALIZAR EL PEDIDO Y A LA ACEPTACION DEL PRESUPUESTO. VALIDEZ DEL PRESUPUESTO 15 DIAS.;10937;0;0;0;;;0;0;0;0;0
27/07/2011;21;000229;253;0;3;254,62;45,83;0;;;;;Ns. Refer. 46668 SSG
PRESUPUESTO MATERIAL ALTERNATIVO  BOBCAT - VALIDEZ 15 DÍAS - PLAZO 3/4 DIAS;;0;0;0;;;0;0;0;0;0
27/07/2011;21;000230;1114;0;48;199,3;35,87;0;;;BOMAG BC 771 RS;;PRESUPUESTO MATERIAL - PLAZO SEGUNDA SEMANA DE AGOSTO- POR FAVOR ENVIAR SELLADO  Y FIRMADO;;0;0;0;;;0;0;0;0;0
27/07/2011;24;000293;1091;0;50;260,06;46,81;0;;;PC 1100 Nº 0215;;VALIDEZ PRESP. 15 DIAS 
PLAZO ENTREGA MADRID;;0;0;0;;;0;0;0;0;0
27/07/2011;21;000231;344;0;45;842,17;151,59;0;;;WA 480;;ES NECESARIO FIRMAR, DNI Y SELLAR PARA REALIZAR EL PEDIDO Y A LA ACEPTACION DEL PRESUPUESTO. VALIDEZ DEL PRESUPUESTO 15 DIAS. REPARACION EN TALLER.;;0;0;0;;;0;0;0;0;0
28/07/2011;21;000232;1;0;11;1095,12;197,12;0;;;;;PRESUPUESTO MOTOR PARKER - PLAZO DE ENTREGA 15 DIAS - POR FAVOR, PARA CONFIRMAR PEDIDO DEVOLVER FIRMADO Y SELLADO;;0;0;0;;;0;0;0;0;0
28/07/2011;24;000294;1091;0;50;64,98;11,7;0;;;D155 Nº0502;;VALIDEZ PRESP. 15 DIAS 
PLAZO ENTREGA  MADRID;;0;0;0;;;0;0;0;0;0
28/07/2011;24;000295;1091;0;50;3438,72;618,97;0;;;PC 1100 Nº 0215;;VALIDEZ PRESP. 15 DIAS 
PLAZO ENTREGA BRUSELAS
ESTE MATERIAL NO ADMITE DEVOLUCION;;0;0;0;;;0;0;0;0;0
28/07/2011;24;000296;1091;0;50;3648,89;656,8;0;;;PC 1100 Nº 0215;;VALIDEZ PRESP. 15 DIAS
PLAZO ENTREGA BRUSELAS, MENOS 4 TOBERAS JAPON 12/15 DIAS;;0;0;0;;;0;0;0;0;0
28/07/2011;24;000297;1097;0;50;220,71;39,73;0;;;HD 465-5 Nº0407;;VALIDEZ PRESP. 15 DIAS 
PLAZO ENTREGA MADRID;;0;0;0;;;0;0;0;0;0
29/07/2011;24;000298;1091;0;50;504,79;90,86;0;;;D155 Nº0502;;VALIDEZ PRESP. 15 DIAS 
PLAZO ENTREGA BRUSELAS, SALVO VENTA;;0;0;0;;;0;0;0;0;0
01/08/2011;24;000299;0;0;0;560;100,8;0;;;;;;;0;0;0;;;0;0;0;0;0
02/08/2011;24;000300;1091;0;50;247,25;44,51;0;;;D155 Nº0502;;VALIDEZ PRESUPUESTO 15 DIAS.
DISPONIBLE EN MADRID.;;0;0;0;;;0;0;0;0;0
01/08/2011;24;000301;1097;0;50;26,44;4,76;0;;;HD 465-5 Nº0407;;DISPONIBLE MADRID;;0;0;0;;;0;0;0;0;0
02/08/2011;21;000233;1181;0;45;958,27;172,49;0;18/07/2011;000753;DP405;;PRESUPUESTO DE REPARACION DE UNA BOTELLA DE ELEVACIÓN (LA QUE SE ENCUENTRA EN MEJOR ESTADO) - SOLAMENTE HORAS DE TALLER - NO INCLUYE DESMONTAJE NI MONTAJE EN INSTALACIONES DEL CLIENTE, NI DESPLAZAMIENTOS. PLAZO DEL MATERIAL 15 DIAS.GARANTIA 3 MESES SOBRE EL MATERIAL SUMINISTRADO. ES IMPORTANTE SEÑALAR QUE EL CIRCUITO HIDRAÚLICO SE ENCUENTRA CONTAMINADO POR VIRUTA, Y QUE ES NECESARIO CAMBIAR ACEITE Y FILTROS 2 VECES. NO SE DESCARTA QUE PUEDA TENER FALLOS LA BOMBA Y/O LAS VÁLVULAS. FORMA DE PAGO CONFIRMING 90 DIAS F.F.;;0;0;0;20;000762;0;0;0;0;0
02/08/2011;21;000234;65;0;11;3906,1;703,1;0;;;L 90 Nº 2;;ES NECESARIO FIRMAR, DNI Y SELLAR PARA REALIZAR EL PEDIDO Y A LA ACEPTACION DEL PRESUPUESTO. VALIDEZ DEL PRESUPUESTO 15 DIAS. EL PLAZO DE MATERIAL ES DE 7 DIAS TRAS LA ACEPTACION DEL PRESUPUESTO. NO SE PRESUPUESTA LA MANO DE OBRA. ;;0;0;0;;;0;0;0;0;0
02/08/2011;24;000302;1224;0;30;1375,27;247,55;0;;;WA380-5H;;;;0;0;0;;;0;0;0;0;0
02/08/2011;24;000303;1224;0;30;134,64;24,24;0;;;WA380-5;;PALAS CARGADORAS.;;0;0;0;;;0;0;0;0;0
03/08/2011;21;000235;1181;0;45;4050;729;0;;;DP405;;PRESUPUESTO DE REPARACION DE UNA BOTELLA DE ELEVACIÓN (LA QUE SE ENCUENTRA EN PEOR ESTADO) - SOLAMENTE HORAS DE TALLER - NO INCLUYE DESMONTAJE NI MONTAJE EN INSTALACIONES DEL CLIENTE, NI DESPLAZAMIENTOS. PLAZO DE ENTREGA ULTIMA SEMANA DE AGOSTO SIEMPRE QUE SE CONFIRME EL PRESUPUESTO ENTRE HOY Y MAÑANA POR LA MAÑANA. GARANTIA 3 MESES SOBRE EL MATERIAL SUMINISTRADO.
ES IMPORTANTE SEÑALAR QUE EL CIRCUITO HIDRAÚLICO SE ENCUENTRA CONTAMINADO POR VIRUTA, Y QUE ES NECESARIO CAMBIAR ACEITE Y FILTROS 2 VECES. NO SE DESCARTA QUE PUEDA TENER FALLOS LA BOMBA Y/O LAS VÁLVULAS. FORMA DE PAGO CONFIRMING 90 DIAS;;0;0;0;;;0;0;0;0;0
04/08/2011;24;000304;1091;0;50;7,31;1,32;0;;;D155 Nº0502;;MATERIAL DISPONIBLE EN MADRID;;0;0;0;;;0;0;0;0;0
04/08/2011;24;000305;1091;0;50;898,88;161,8;0;;;D155 Nº0502;;DISPONIBLE EN BRUSELAS.;;0;0;0;;;0;0;0;0;0
05/08/2011;24;000306;0;0;0;4185,06;753,31;0;;;;;PLAZO DE ENTREGA 2/3 DIAS.
FORMA DE PAGO: TRANSFERENCIA AL PEDIDO.
3187-0806-96-2352751826.
ENVIAR PRES. FIRMADO, SELLADO Y COMPROBANTE PAGO.;;0;0;0;;;0;0;0;0;0
05/08/2011;21;000236;1225;0;3;81,08;14,59;0;;;;;CONSTRUCCION LATIGUILLO DE 600 MM 1/2"
CONST. LATIUILLO 5/16   DE 10  METROS
REPARAR LATIGUILLO 5/16;;0;0;0;;;0;0;0;0;0
09/08/2011;24;000307;1091;0;50;36,07;6,49;0;;;D65E-12;;MATERIAL DISPONIBLE EN MADRID;;0;0;0;;;0;0;0;0;0
09/08/2011;24;000308;1091;0;50;2086,59;375,59;0;;;D155 Nº0502;;VALIDEZ DE LA OFERTA 15 DÍAS
PLAZO DE ENTREGA 7/10 DIAS, SALVO VENTA.
ESTE MATERIAL NO TIENE DEVOLUCION.;;0;0;0;;;0;0;0;0;0
09/08/2011;24;000309;932;0;45;798,43;143,72;0;;;L 70 E;;Presupuesto subcuchillas L70E. ;;0;0;0;;;0;0;0;0;0
10/08/2011;24;000310;1296;0;49;4077,94;734,03;0;;;;;DELEGACION ALMENDRALEJO.
PLAZO DE ENTREGA 4/5 DIAS.
ESTE MATERIAL NO ADMITE DEVOLUCION.
EL CORE SERÍA DEVUELTO, UNA VEZ LO ADMITIERA FABRICA.
PARA RELIZAR ESTE PEDIDO ES NECESARIO ABONAR MEDIANTE TRANSFERENCIA EL ALB. Nº 24/000271.
Nº CUENTA- 3187-0806-96-2352751826;;0;0;0;;;0;0;0;0;0
10/08/2011;24;000311;1091;0;50;13,5;2,43;0;;;HD 465-7 Nº 0442;;MATERIAL EN MADRID;;0;0;0;;;0;0;0;0;0
10/08/2011;21;000237;1020;0;0;679,01;122,22;0;;;972 G CAT;;;;0;0;0;;;2;82,2;0;0;0
10/08/2011;24;000312;1296;0;49;3929,23;707,26;0;;;;;DELEGACION ALMENDRALEJO.
ESTE PRESUPUESTO SUSTITUYE AL Nº 24/000310
EL ABONO DE LA CULATA ERRONEA SE REALIZARA UNA VEZ NOS LA APRUEBE CUMMINS SPAIN.
EL CORE SERIA DEVUELTO UNA VEZ SE ENVIE LA CULATA VIEJA A FABRICA Y LO AUTORICE LA MISMA.
ESTE MATERIAL NO TIENE DEVOLUCION.;;0;0;0;;;0;0;0;0;0
10/08/2011;24;000313;1091;0;50;207,04;37,27;0;;;HD 465-7 Nº 0443;;MATERIAL DISPONIBLE EN BRUSELAS;;0;0;0;;;0;0;0;0;0
12/08/2011;21;000238;253;0;3;1427,97;257,03;0;;;Nº2 980 G;;PLAZO DE ENTRGA PARA EL MARTES 16-08-2011 EN NUESTRA INSTALACIONES;;0;0;0;;;0;0;0;0;0
17/08/2011;24;000314;1091;0;50;417,11;75,08;0;;;PC 1100 Nº 0215;;VALIDEZ PRESP. 15 DIAS
PLAZO ENTREGA MADRID;;0;0;0;;;0;0;0;0;0
17/08/2011;24;000315;1091;0;50;167,81;30,21;0;;;HD 465-5 Nº0423;;VALIDEZ PRESP. 15 DIAS
PLAZO ENTREGA MADRID;;0;0;0;;;0;0;0;0;0
18/08/2011;21;000239;253;0;3;1500;270;0;18/08/2011;000657;Nº1 980 G;;EL PRESUPUESTO ES APROXIMADO YA QUE AL QUITAR LA CADENA DE CUBIERTA  USADA Y  MONTARLA EN LA NUEVA PUEDE DAR PROBLEMAS DE PASADORES DE AMARRE, CADENAS ESTIRADAS, PERRILOS EN MAL ESTADO. NOSOTROS HEMOS TOMADO REFERENCIA POR MONTAJES ANTERIORES Y ES DE VITAL IMPORTACIA QUE REVISEN EN VUESTRO ALMACEN SI HUBIERA PERRILLOS DE ENGANCHE  Y PASADORES DE REPUESTO POR SI HUBIERA QUE CORTAR PARA DESMONTAR. ;;0;0;0;20;000620;0;0;0;0;0
19/08/2011;24;000316;0;0;0;477,99;86,04;0;;;;;VALIDEZ PRESUPUESTO 15 DIAS
PLAZO ENTREGA 2/3 DIAS
PEDIDO BAJO TRANSFERENCIA
ESTE MATERIAL NO ADMITE DEVOLUCION
;;0;0;0;;;0;0;0;0;0
19/08/2011;24;000317;1091;0;50;105,8;19,04;0;;;HD 465-7 Nº0437;;VALIDEZ PRESP.  15 DIAS
PLAZO ENTREGA MADRID;;0;0;0;;;0;0;0;0;0
19/08/2011;24;000318;1091;0;50;221,34;39,84;0;;;PC 1100 Nº 0215;;VALIDEZ PRESP. 15 DIAS 
PLAZO ENTREGA 5/6 SEMANAS;;0;0;0;;;0;0;0;0;0
22/08/2011;21;000240;1018;0;3;270;48,6;0;23/08/2011;000666;MOTOR CUMMINS QSB6.3;;ES NECESARIO FIRMAR, DNI Y SELLAR PARA REALIZAR EL PEDIDO Y A LA ACEPTACION DEL PRESUPUESTO. VALIDEZ DEL PRESUPUESTO 15 DIAS.;;0;0;0;20;000666;0;0;0;0;0
22/08/2011;24;000319;812;0;48;36000;6480;0;;;PC450-6;;VALIDEZ PRESUPUESTO 15 DIAS 
PLAZO ENTREGA 7/10 DIAS.
MOTOR INTERCAMBIO PUESTO EN NUESTRAS DE INSTALACIONES DE ALCALA .
GARANTIA DE 1 AÑO.
FORMA PAGO : PAGARE 90 DIAS FECHA FACTURA
ESTE MATERIAL NO TIENE DEVOLUCION.EL MOTOR DE INTERCAMBIO VIENE CON TODOS SUS COMPONENTES, MENOS CON EL ALTERNADOR.
EL MOTOR VIEJO NO DEBERA PRESENTAR ROTURAS O FISURAS EN CARCASAS VISIBLES EXTERIORES DEL MOTOR Y DEBERA SER DEVUELTO A NUESTRAS INSTALACIONES DE ALCALA COMPLETAMENTE MONTADO.
DEVOLVER SELLADO Y FIRMADO A LA ACEPTACION DEL MISMO;;0;0;0;;;0;0;0;0;0
22/08/2011;21;000241;1166;0;11;144,77;26,06;0;24/08/2011;000669;SK714-5;;ES NECESARIO FIRMAR, DNI Y SELLAR PARA REALIZAR EL PEDIDO Y A LA ACEPTACION DEL PRESUPUESTO. VALIDEZ DEL PRESUPUESTO 15 DIAS.;;0;0;0;;;0;0;0;0;0
23/08/2011;24;000320;1091;0;50;18,67;3,36;0;;;D155 Nº0502;;VALIDEZ PRESP. 15 DIAS 
PLAZO ENTREGA MADRID;;0;0;0;;;0;0;0;0;0
24/08/2011;21;000242;51;0;3;251;45,18;0;05/09/2011;000706;PC 450-8 TELLEZ;;ES NECESARIO FIRMAR, DNI Y SELLAR PARA REALIZAR EL PEDIDO Y A LA ACEPTACION DEL PRESUPUESTO. VALIDEZ DEL PRESUPUESTO 15 DIAS. ABONAR MEDIANTE TRANSFERENCIA BANCARIA C.RURAL3187-0806-96-2352751826 Y MANDAR JUSTIFICANTE BANCARIO.;;0;0;0;20;000708;0;0;0;0;0
24/08/2011;24;000321;959;0;2;4785,46;861,38;0;;;WA500-3;;VALIDEZ PRESP. 15 DIAS 
PLAZO ENTREGA 2 DIAS
DEVOLVER FIRMADO O SELLADO A LA ACEPTACION DEL PRESUPUESTO;;0;0;0;;;0;0;0;0;0
24/08/2011;24;000322;1077;0;47;297,5;53,55;0;;;A40;;VALIDEZ PRESP.15 DIAS 
PLAZO ENTREGA 7/8 DIAS
TRANSFERENCIA BANCARIA;;0;0;0;;;0;0;0;0;0
24/08/2011;24;000323;0;0;0;202,81;36,51;0;;;;;CUMMINS 26510302
VALIDEZ PRESP. 15 DIAS
FILTROS FLEETGUARD (FILTROS ORIGINALES MOTORES CUMMINS);;0;0;0;;;0;0;0;0;0
25/08/2011;24;000324;1152;0;52;851,95;153,35;0;;;WB 93 R-5;;VALIDEZ PRESP. 15 DIAS 
PLAZO ENTREGA 2/3 DIAS;;0;0;0;;;0;0;0;0;0
25/08/2011;24;000325;1091;0;50;58,37;10,51;0;;;HD 465-7 Nº 0443;;VALIDEZ PRESP. 15 DIAS 
PLAZO ENTREGA BRUSELAS;;0;0;0;;;0;0;0;0;0
25/08/2011;21;000243;253;0;3;16455,13;2961,92;0;;;Nº2 980 G;;LA AVERIA DE ESTOS COMPONENTES VIENE PROVOCADA POR UNA AVERIA ANTERIOR QUE HAY QUE DIAGNOSTICAR UNA VEZ ESTEN MONTADOS LOS MODULOS Y COMPROBAR.;;0;0;0;;;0;0;0;0;0
25/08/2011;24;000326;1091;0;50;28,27;5,09;0;;;D155 Nº0502;;VALIDEZ PRESP. 15 DIAS 
PLAZO ENTREGA MADRID;;0;0;0;;;0;0;0;0;0
26/08/2011;24;000327;1091;0;50;3245,6;584,21;0;;;HD 465-5 Nº0423;;VALIDEZ PRESP. 15 DIAS 
PLAZO ENTREGA BRUSELAS;;0;0;0;;;0;0;0;0;0
29/08/2011;24;000328;00;0;0;744,98;134,1;0;;;;;EXCAVACIONES Y DEMOLICIONES DEL ATLANTICO
PW200-7K (K40018)
PEDIDO BAJO TRANSFERENCIA BANCARIA
PLAZO ENTREGA 1 DIA (10% DESCUENTO PLAZO ENTREGA 10/12 DIAS)

;;0;0;0;;;0;0;0;0;0
29/08/2011;24;000329;1091;0;50;3791,53;682,48;0;;;D155 Nº0502;;VALIDEZ PRESP. 15 DIAS 
PLAZO ENTREGA BRUSELAS, MENOS 17A-54-21911  Y 17A-60-14381 EN JAPON 7/8 DIAS;;0;0;0;;;0;0;0;0;0
29/08/2011;24;000330;1269;0;49;887,07;159,67;0;;;PC210NLC-8K  K50961;;VALIDEZ PRESP. 15 DIAS
PLAZO ENTREGA 4/5 DIAS (1 UNID EN BRUSELAS);;0;0;0;;;0;0;0;0;0
29/08/2011;24;000331;1265;0;49;1498,34;269,7;0;;;L120C 13581;;VALIDEZ PRESP. 15 DIAS
PLAZO ENTREGA 7/10 DIAS
ESTE MATERIAL NO ADMITE DEVOLUCION
MATERIAL ORIGINAL;;0;0;0;;;0;0;0;0;0
30/08/2011;24;000332;1278;0;41;971,09;174,8;0;;;;;CUMMINS 25247019
VALIDEZ PRESP. 15 DIAS 
PLAZO ENTREGA 4/5 DIAS, EN NUESTRAS INSTALACIONES DE ALCALA.
ESTE MATERIAL NO ADMITE DEVOLUCION.
MATERIAL ORIGINAL
;;0;0;0;;;0;0;0;0;0
30/08/2011;24;000333;1269;0;49;534,7;96,25;0;;;PC210NLC-8K  K50961;;VALIDEZ PRESP. 15 DIAS 
PLAZO ENTREGA 1/2 DIAS;;0;0;0;;;0;0;0;0;0
30/08/2011;24;000334;1091;0;50;87,73;15,79;0;;;CAT 972 G Nº 0321;;VALIDEZ PRESUP. 15 DIAS 
PLAZO ENTREGA 4 DIAS;;0;0;0;;;0;0;0;0;0
30/08/2011;24;000335;1248;0;45;1160;208,8;0;;;VOLVO 120C;;VALIDEZ PRESP.15 DIAS
PLAZO ENTREGA 10/12 DIAS
ESTE MATERIAL NO ADMITE DEVOLUCION
MATERIAL ORIGINAL;;0;0;0;;;0;0;0;0;0
31/08/2011;21;000244;9;0;45;375,3;67,55;0;;;CAT 972 G II;;ES NECESARIO FIRMAR, DNI Y SELLAR PARA REALIZAR EL PEDIDO Y A LA ACEPTACION DEL PRESUPUESTO. VALIDEZ DEL PRESUPUESTO 15 DIAS. EL PLAZO DE MATERIAL ES DE 4 DIAS;;0;0;0;;;0;0;0;0;0
31/08/2011;21;000245;1315;0;3;209;37,62;0;;;WA430-6;;C.RURAL 3187-0806-96-2352751826  ES NECESARIO FIRMAR, DNI Y SELLAR PARA REALIZAR LA REPARACION  Y A LA ACEPTACION DEL PRESUPUESTO. VALIDEZ DEL PRESUPUESTO 15 DIAS. MANDAR COPIA DE TRANFERENCIA POR CORREO ELECTRONICO;;0;0;0;;;0;0;0;0;0
31/08/2011;21;000246;955;0;3;154,23;27,76;0;;;;;PRESUPUESTO: CASQUILLO, BULON, RETENES COGIDA INFERIOR PALA. PLAZO 5 DIAS;;0;0;0;;;0;0;0;0;0
31/08/2011;24;000336;1296;0;49;291,65;52,5;0;;;;;CUMMINS 46459217
VALIDEZ PRESP. 15 DIAS 
PLAZO ENTREGA 1 DIA , JUNTA CULATA 7/10 DIAS;;0;0;0;;;0;0;0;0;0
31/08/2011;21;000247;1303;0;0;8225,23;1480,54;0;;;QSM 11 Nº 35034316;;Presupuesto de reparacion en taller, no estando incluido el montaje del mismo en la cantera. Para comenzar la reparacion es necesario entregar a cuenta el 30% del importe y el resto a la finalizacion.;;0;0;0;;;0;0;1;85;0
01/09/2011;24;000337;0;0;0;811,34;146,04;0;;;;;VOLVO L220E
VALIDEZ PRESP. 15 DIAS 
PLAZO ENTREGA ELECTROVALVULA EN STOCK
PLAZO ENTREGA CRISTAL 1/2 DIAS
MATERIAL PUESTO EN SUS INSTALACIONES;;45;0;0;;;0;0;0;0;0
01/09/2011;24;000338;1091;0;50;52,07;9,37;0;;;PC 1100 Nº 0215;;VALIDEZ PRESP. 15 DIAS 
PLAZO ENTREGA BRUSELAS;;0;0;0;;;0;0;0;0;0
01/09/2011;24;000339;1167;0;45;490,45;88,28;0;;;CAT 330 C Nº 251;;VALIDEZ PRESP. 15 DIAS 
PLAZO ENTREGA 2ªSEMANA SEPTIEMBRE
MATERIAL PUESTO EN SUS INSTALACIONES;;0;0;0;;;0;0;0;0;0
02/09/2011;21;000248;1225;0;3;52;9,36;0;;;;;PRESUPUESTO EMPAQUETADURA BOTELLA ;;0;0;0;;;0;0;0;0;0
02/09/2011;24;000340;1097;0;50;153,79;27,68;0;;;HD 465-5 Nº0405;;VALIDEZ PRESP. 15 DIAS 
PLAZO ENTREGA BRUSELAS , MENOS 426-Z82-1240   EN USA 10 DIAS;;0;0;0;;;0;0;0;0;0
05/09/2011;21;000249;1001;0;48;6618,15;1191,27;0;07/09/2011;000720;CAT 936;;ES NECESARIO FIRMAR, DNI Y SELLAR PARA REALIZAR EL PEDIDO Y A LA ACEPTACION DEL PRESUPUESTO. ESTE PRESUPUESTO ES APROXIMADO. VALIDEZ DEL PRESUPUESTO 15 DIAS. PLAZO DE ENTREGA EL MATERIAL 10 DIAS;;0;0;0;20;000851;0;0;0;0;0
05/09/2011;24;000341;0;0;0;444,87;80,08;0;;;;;VOLVO L220E
VALIDEZ PRESP. 15 DIAS 
PLAZO ENTREGA STOCK
MATERIAL PUESTO EN SUS INSTALACIONES;;5;0;0;;;0;0;0;0;0
05/09/2011;21;000250;343;0;45;340,1;61,22;0;06/09/2011;000710;L 60 E DARSENA;;ES NECESARIO FIRMAR, DNI Y SELLAR PARA REALIZAR EL PEDIDO Y A LA ACEPTACION DEL PRESUPUESTO. ESTE PRESUPUESTO ES APROXIMADO. VALIDEZ DEL PRESUPUESTO 15 DIAS. PLAZO DE ENTREGA EL MATERIAL 6 DIAS LABORABLES;;0;0;0;20;000753;1;85;0;0;0
05/09/2011;24;000342;0;0;0;521,57;93,88;0;;;;;PC210-8
VALIDEZ PRESP. 15 DIAS
PLAZO ENTREGA 1/2 DÍAS
ESTE MATERIAL NO ADMITE DEVOLUCION;;0;0;0;;;0;0;0;0;0
06/09/2011;21;000251;253;0;3;132,14;23,79;0;;;;;PRESUPUESTO SU REF.  47068 SSG - FILTROS BOBCAT;;0;0;0;;;0;0;0;0;0
06/09/2011;21;000252;1319;0;3;367;66,06;0;08/09/2011;000718;D65EX-12;;DEVUELVAN FIRMADO, SELLADO JUNTO CON EL COMPROBANTE DE LA TRANSFERENCIA A LA ACEPTACION DEL PRESUPUESTO.;;0;0;0;20;000686;0;0;1;271;0
06/09/2011;21;000253;253;0;3;592,05;106,57;0;;;;;PRESUPUESTO MATERIAL ORIGINAL CAT S. REF.: 47067 SSG;;0;0;0;;;0;0;0;0;0
06/09/2011;21;000254;1131;0;52;1405,07;252,91;0;;;WA470-6 Nº2;;ES NECESARIO FIRMAR, DNI Y SELLAR PARA REALIZAR EL PEDIDO Y A LA ACEPTACION DEL PRESUPUESTO. VALIDEZ DEL PRESUPUESTO 15 DIAS. SOLO MATERIALES, NO SE PRESUPUESTA MANO DE OBRA.;;0;0;0;;;0;0;0;0;0
07/09/2011;24;000343;1091;0;50;99,38;17,89;0;;;WA500-3 Nº 329;;VALIDEZ PRESP. 15 DIAS 
PLAZO ENTREGA MADRID;;0;0;0;;;0;0;0;0;0
07/09/2011;21;000255;1001;0;48;371,25;66,83;0;;;CAT 936;;ES NECESARIO FIRMAR, DNI Y SELLAR PARA REALIZAR EL PEDIDO Y A LA ACEPTACION DEL PRESUPUESTO. ESTE PRESUPUESTO ES APROXIMADO. VALIDEZ DEL PRESUPUESTO 15 DIAS. PLAZO DE ENTREGA EL MATERIAL 10 DIAS;;0;0;0;;;0;0;0;0;0
08/09/2011;24;000344;1114;0;48;2579,3;464,27;0;;;CAT 938G II (2);;VALIDEZ PRESP. 15 DIAS
PLAZO ENTREGA 9/10 DIAS
MATERIAL ALTERNATIVO
GARANTIA DEL MATERIAL 1 MES;;0;0;0;;;0;0;0;0;0
08/09/2011;24;000345;1091;0;50;123,05;22,15;0;;;D155 Nº0502;;VALIDEZ PRESP. 15 DIAS 
PLAZO ENTREGA BRUSELA;;0;0;0;;;0;0;0;0;0
